"zipcode","description","garageSpaces","hasAssociation","hasGarage","hasSpa","hasView","yearBuilt","latestPrice","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories","orig.id"
"78753","Beautiful 4 bedroom home with great living space throughout.  Great backyard with covered patio and large storage shed.  Wonderful kitchen with island, open to the family room and breakfast dining area.",0,"TRUE","FALSE","FALSE","FALSE",1993,265,"12",2018,24,"0",4,1,0,0,0,0,0,6403,2233,1,3,1108,14,3,4,2,"6779"
"78748","This spacious home features a cathedral ceiling in the living room with lots of natural light throughout the home. The loft can be used as a second living, reading or game room. There is a neighborhood park directly across the street and a community pool in the neighborhood. Hurry, this one won't last!",0,"TRUE","FALSE","FALSE","FALSE",2004,290,"8",2019,22,"0",7,1,2,1,0,0,0,6272,1745,1.76666666666667,5.66666666666667,1595,17,3,3,2,"4377"
"78731","3514 Hillbrook Dr, Austin, TX 78731 is a single family home that contains 1,599 sq ft and was built in 1969. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $801,084. The Rent Zestimate for this home is $2,800/mo.",0,"FALSE","FALSE","FALSE","FALSE",1969,639.9,"4",2019,1,"0",0,1,0,0,0,0,0,11325.6,1599,1.5,7,1177,16,2,3,1,"12803"
"78702","Awesome opportunity in hip East Austin! < 3 miles to Ladybird Trl, walk to hundreds of unique local Austin eateries, venues & MetroRail!! The epitome of low-maintenance modern living w/ concrete floors on main level, wood on second, open & bright floor plan w/ high ceilings. Beautiful barely lived-in home is better than new construction, you don't have to wait! Quartz countertops in kitchen w/ living combo great for entertaining. Garage w/ elec charger & large yard in urban East Austin.Restrictions: Yes  Sprinkler Sys:Yes",1,"FALSE","TRUE","TRUE","FALSE",2017,749.9,"11",2020,39,"0",4,1,2,3,0,0,0,4356,2255,1.33333333333333,6.66666666666667,1057,15,4,4,1,"8581"
"78745","Incredible opportunity to purchase a blank canvas in one of the hottest and most coveted neighborhoods in South Austin. Either leverage the demo that's already been completed, or tear this down and build your custom dream home. Amazing location very near the best Austin has to offer... Minutes from downtown, a stone's throw away from the new Still Austin, St. Elmo's Brewing Co, and tons of other local craftsman hangouts. Lot is large, level, and ready to go. Go by today, Bring all offers!",2,"FALSE","TRUE","FALSE","FALSE",1954,225,"3",2020,11,"0",0,2,0,0,0,0,0,6011,902,1.4,3.33333333333333,792,13,1,2,1,"9349"
"78758","1105 Chesapeake Dr, Austin, TX 78758 is a single family home that contains 1,263 sq ft and was built in 1967. It contains 3 bedrooms and 1 bathroom. 
 
The Zestimate for this house is $346,767. The Rent Zestimate for this home is $1,740/mo.",0,"FALSE","FALSE","FALSE","FALSE",1967,290,"4",2019,1,"0",3,2,0,0,0,0,0,8276,1263,0.633333333333333,4,1028,14,1,3,1,"3061"
"78757","Brand New Modern Construction in Brentwood. Attention to detail throughout this home that has a private courtyard, with turf & two garage. Once you step inside this home you feel the at ease with 10'-12' ceilings on the 1st floor & 9' ceilings on the 2nd. 8' solid interior doors. Upgraded floor to ceiling windows in the family room. Stained concrete down, hardwood and tile up. Custom cabinets, quartz counters, Kitchen Aid appliances, to many upgrades to list. Large private backyard for the family & pets.Restrictions: Yes  Sprinkler Sys:Yes",2,"TRUE","TRUE","FALSE","FALSE",2020,839.9,"9",2020,79,"0",3,1,1,1,0,0,0,9713,1821,0.466666666666667,7,1189,16,3,3,1,"13488"
"78723","Beautifully Updated Single Story in the Coveted Royal Oak Estates Community! Open concept main living w/great natural light features hardwood flooring, built-in shelving & floor to ceiling brick fireplace. Incredibly spacious backyard w/xeriscape landscaping, mature shade trees & patio. Ideal for entertaining friends & family! Great location convenient to Downtown Austin. Just 5 minutes from numerous shops, restaurants & entertainment spots at Mueller; including Alamo Drafthouse, The Thinkery, HEB & more!",1,"FALSE","TRUE","FALSE","FALSE",1964,399.9,"11",2018,40,"0",4,2,0,0,0,0,0,8102,1654,1.76666666666667,5,966,15,2,3,1,"10289"
"78731","GO! Location, Location, Location! Beautifully updated Northwest Hills Lakeview among million dollar homes! 2-story w/ pool & panoramic views. Open floor plan w/ soaring ceilings, lots of windows & natural light. Perfect for entertaining! Generous living & dining areas. Gourmet kitchen w/ granite counters, stainless appliances, & incredible lighting. Spacious master retreat w/ luxurious bath & bonus loft. Dedicated office area & additional 400 sq ft flex room. Amazing back yard entertaining area w/ views!",4,"FALSE","TRUE","TRUE","TRUE",1986,829.9,"12",2019,3,"0",6,2,2,2,0,2,0,17859.6,4100,2.03333333333333,7,1177,16,4,4,3,"12899"
"78732","Updated & remodeled modern one-story home nestled by mature trees lives like a treehouse*Oversized back deck overlooks canopy of trees/greenbelt*Recently installed porcelain tile/wood-style flooring (owner extending to living/dining in Feb)*Granite counters* SS appliances*Shiplap above stone fireplace*Enclosed study/office*Excellent location*walk to park, pool, sports courts (tennis, basketball & sand volleyball court) plus exemplary-rated schools*New outside A/C in 2017!",0,"TRUE","FALSE","FALSE","FALSE",1989,250,"3",2019,26,"0",3,1,0,0,0,0,0,8276,2000,1.9,8.33333333333333,1476,17,2,3,1,"5166"
"78748","3004 Jubilee Trl, Austin, TX 78748 is a single family home that contains 1,250 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $331,043. The Rent Zestimate for this home is $1,800/mo.",0,"FALSE","FALSE","FALSE","FALSE",1983,260,"1",2018,27,"0",2,0,0,0,0,0,0,7361,1250,1.86666666666667,5,1450,15,2,3,1,"4200"
"78748","2705 Arroyo Blanco Cv, Austin, TX 78748 is a single family home that contains 2,250 sq ft and was built in 1999. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $477,332. The Rent Zestimate for this home is $2,350/mo.",0,"TRUE","FALSE","FALSE","FALSE",1999,405,"8",2019,1,"0",0,1,0,0,0,0,0,11761.2,2250,1.2,7.33333333333333,1633,17,2,4,1,"6668"
"78739","7608 Mitra Dr, Austin, TX 78739 is a single family home that contains 3,481 sq ft and was built in 2006. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $647,862. The Rent Zestimate for this home is $3,000/mo.",3,"TRUE","TRUE","FALSE","TRUE",2006,639,"10",2020,112,"0",3,2,1,1,0,0,0,9583,3481,2.26666666666667,8,1655,18,3,4,1,"4008"
"78745","updated on 7-9New Low Price",0,"TRUE","FALSE","FALSE","FALSE",1981,314,"12",2019,27,"0",5,1,2,1,0,1,0,9884,1312,1.13333333333333,4.66666666666667,887,14,2,4,1,"4288"
"78731","Welcome to this immaculate home in the exclusive Cat Mountain neighborhood! Feel engulfed in the plush, native greenery as you make your way up the driveway. A contemporary wooden porch welcomes you and creates stunning curb appeal. Step inside the wrought iron french doors and instantly notice the multi-level floor plan with designer details around every corner! Floor to ceiling windows flood the home with natural light and provide a panoramic views of the The Hills of Austin. The Living Room features a brick fireplace bringing a cozy ambiance to the space. A raised Formal Dining Room allows easy access to your Kitchen, making it the perfect spot to host dinner parties! The bright kitchen is fully equipped with granite counter tops, modern light fixtures, bar-top seating, SS appliances, and an abundance of storage. The Master Suite is ideally situated away from all other rooms and offers a double vanity, walk-in closet, garden tub, and separate shower. Note the Bonus Room and Home Office on the second level! Step into your private backyard that is your personal oasis with a variety of entertainment options! Relax and unwind on the balcony with one of a kind sunset views, tend to your private garden, or BBQ with friends in the court-yard. Luxurious living in the coveted 78731 zip code awaits you - you don't want to miss it!",4,"TRUE","TRUE","FALSE","TRUE",1985,725,"11",2020,81,"0",3,2,1,1,0,0,0,8886,2350,2.63333333333333,7,1177,16,3,3,2,"12721"
"78750","11603 Quarter Horse Trl, Austin, TX 78750 is a single family home that contains 2,081 sq ft and was built in 1982. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $363,040. The Rent Zestimate for this home is $2,000/mo.",0,"FALSE","FALSE","FALSE","FALSE",1982,335,"3",2020,1,"0",3,2,1,0,0,0,0,6098,2081,0.766666666666667,7.66666666666667,1281,14,2,4,2,"2031"
"78756","Great fixer upper! This 1940s, 815 SQ FT home offers charm and opportunity. Hardwood floors. Great location, easy access shopping, parks, and so much more.",2,"FALSE","TRUE","FALSE","FALSE",1940,370,"5",2018,27,"0",6,3,0,0,0,0,0,5488,815,2.86666666666667,6,1196,16,1,2,1,"13526"
"78757","GREAT HOME, LOCATION AND PRICE! Send your offers. Very eclectic home with charming character. Allandale is a traditional, family-friendly neighborhood featuring quiet streets lined with mature trees and updated homes from the mid-20th century. Situated along Shoal Creek, the Beverly S. Sheffield Northwest District Park offers sports courts, a pool and a duck pond. Burnet Road, provides dining options ranging from creative taco joints to foodie hot spots to relaxed pubs.",0,"FALSE","FALSE","FALSE","FALSE",1961,512,"5",2020,26,"0",0,1,1,0,0,0,0,8232,1901,1.2,6.66666666666667,1153,16,2,3,1,"6921"
"78721","This charming home is located in a great location in east Austin with lots of potential! The 2 bedroom, 1 bathroom home can be a great investment opportunity, a fixer upper with new paint and cosmetic updates, or a tear down. The roof was replaced within the last 4 years. This home sits on an elevated lot with tall trees shading the large backyard. Minutes to downtown, Mueller, and all the restaurants, coffee shops, and nightlife that east Austin has to offer. Home is being sold as-is.",0,"FALSE","FALSE","FALSE","FALSE",1959,244,"1",2019,29,"0",3,1,0,0,0,0,0,6708,624,1.46666666666667,3,406,11,1,2,1,"8710"
"78704","Another High Quality home by Greater Austin Builders. Great Location & attention to detail inside & out. Beautiful cooks kitchen w tons of cabinets & opens to Living room. Large cozy first level porch on front & back of home - also has a 2nd fl walkout deck. Beautiful master compound w soaring ceilings & marble covered bathroom w double vanity & built-in. Secondary bed on 2nd fl has large bathroom suite w walk-in closet.3rd fl bed has desk area & private full bath w walk-in shower. Large 2nd fl Laundry. High end finishes throughout which include metal handrails and accents inside and out, quartz counters, 10' 1st Fl and 13' ceilings in Master, 2 Trex decks (4 total outdoor spaces).",0,"TRUE","FALSE","FALSE","FALSE",2017,825,"6",2019,4,"0",3,1,0,0,0,0,0,6882,2201,0.466666666666667,4.33333333333333,916,14,4,3,2,"8224"
"78754","11008 Roderick Lawson Ln, Austin, TX 78754 is a single family home that contains 2,489 sq ft and was built in 2013. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $303,335. The Rent Zestimate for this home is $1,900/mo.",2,"TRUE","TRUE","FALSE","FALSE",2013,269,"4",2020,1,"0",4,2,1,0,0,0,0,4791,2489,2.03333333333333,5,1049,11,3,3,2,"3647"
"78747","10406 Pinehurst Dr, Austin, TX 78747 is a single family home that contains 2,237 sq ft and was built in 1980. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $458,854. The Rent Zestimate for this home is $2,250/mo.",0,"TRUE","FALSE","FALSE","FALSE",1980,389.9,"8",2019,35,"0",5,1,0,0,0,1,0,13068,2237,1.8,5.33333333333333,1506,15,3,3,1,"6368"
"78704","Who wants to live in 78704 without breaking the bank? This unique property offers a lovely central Austin location combined with huge opportunities! There are two houses on this property. The main house is a 3BR/1B and the back house is a spacious 2BR/1B. Live in one and use the other as a short-term rental/guest house. Both need significant updating. Recent survey available. Easy access to Gillis Park, S. Austin Tennis Center and SOCO neighborhood with its restaurants, bars, shopping and entertainment.",0,"TRUE","FALSE","FALSE","FALSE",1984,520,"2",2019,1,"0",0,1,0,0,0,0,0,6534,2200,0.7,4,861,12,1,3,1,"12325"
"78750","Immaculate Custom Home with Pool ""Coming Soon"" to the MLS! Call for more details and pre-mls showing opportunities! Be the first!",2,"TRUE","TRUE","FALSE","FALSE",1998,675,"6",2020,117,"0",3,2,0,0,0,0,0,13503.6,2654,0.833333333333333,8.66666666666667,1632,16,3,4,1,"968"
"78725","Lovely home at an affordable price.  Pride of ownership shows here with upgraded flooring, fixtures, paint and more.  Recently replaced stove and dishwasher.  Pre-inspected! 2019-09-21",0,"TRUE","FALSE","FALSE","FALSE",2001,189.9,"10",2019,31,"0",1,1,0,0,0,0,0,5314,1178,1.76666666666667,3,1457,13,2,3,1,"359"
"78737","Don't miss the 3D walk-through tour. Former model home in gated community; This home was given the royal treatment with no expense spared and no detail overlooked. State of the art media room including acoustic sound boards, California Closet, 2 tankless water heaters, 4 AC's for max. comfort and control, 2.5 car garage w/ epoxy floor, backyard oasis complete w/ outdoor kitchen and fireplace, elevated deck and patio - enjoy the expansive hill country views.Restrictions: Yes  Sprinkler Sys:Yes",2,"TRUE","TRUE","FALSE","TRUE",2008,364.5,"9",2020,80,"0",3,2,3,2,0,2,0,7840,3860,7.56666666666667,6.66666666666667,1132,16,4,4,1,"3887"
"78749","Great Opportunity in Maple Run. This Beautifully updated one story home in Southwest Austin is a must see. Tall ceiling with a lot of natural light coming trough the large windows. Master suite with a large master bathroom with double vanities, garden tub and separate shower. Granite Countertops in the kitchen. Fresh paint and new flooring throughout the home. Roof was replaced in 2018. Quick access to Mopac, Circle C, HEB, Whole Foods, Costco and so much more.",0,"FALSE","FALSE","FALSE","FALSE",1991,340,"4",2018,1,"0",3,1,0,0,0,0,0,7318,1520,2.03333333333333,4.66666666666667,887,14,2,3,1,"12106"
"78745","8503 Seminary Ridge Dr, Austin, TX 78745 is a single family home that contains 1,513 sq ft and was built in 1982. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $380,268. The Rent Zestimate for this home is $2,050/mo.",2,"FALSE","TRUE","FALSE","FALSE",1982,324.5,"5",2019,23,"0",7,2,0,1,0,1,0,19166.4,1513,1.8,4,840,13,3,3,2,"10796"
"78728","Rare 1 story, 3 beds/2 bath home w open kitchen and living space - great for family & entertaining! Highly sought after Wells Branch neighborhood, conveniently located to main roads (IH35 & Loop 1) & high-end shopping -Wood laminate flooring throughout the house (no carpet), upgraded lights, & painted cabinets in kitchen - Beautifully updated bathrooms - long, extended back patio allows a nice space for family & friends to enjoy! The home exterior will be painted soon",0,"FALSE","FALSE","FALSE","FALSE",1983,260,"4",2018,26,"0",3,1,0,0,0,0,0,7100,1336,3.26666666666667,5.33333333333333,1348,14,2,3,1,"7636"
"78748","Stunning kitchen remodel- new IKEA soft close drawers and cabinets w/plenty of storage, new stainless steel appliances, subway tile backsplash & beautiful granite counters. All appliances convey- fridge in kitchen & washer/dryer. Open floor plan, wood laminate flooring. Master suite w/ vaulted ceilings, cedar beam and walk-in closet, with a double vanity & walk-in shower.",0,"FALSE","FALSE","FALSE","FALSE",1987,279,"6",2018,29,"0",5,1,0,0,0,0,0,7318,1504,0.866666666666667,3.33333333333333,1424,14,3,3,2,"6215"
"78733","Truly unique property is perched above a wet weather creek with unobstructed views of the bluffs along Lake Austin. Nature trails lead to your own tree covered preserve with a fire-pit and complete solitude. Enjoy slate  and wood style flooring, high ceilings, new light & plumbing fixtures, walls of windows, multi-level decks and a tree-house master suite with a private balcony! Walk to the lakefront park with pool, boat-ramp, swimming / fishing pier, Eanes Schools. Not just a home, its a lifestyle!!Restrictions: Yes",2,"TRUE","TRUE","TRUE","TRUE",1984,625,"9",2020,67,"0",3,1,2,0,0,0,0,21344.4,1763,4.56666666666667,8,1373,14,2,3,1,"1921"
"78729","Newly renovated single story home on an oversized culdesac lot! Built in 1975, the current owners have brought life back to the home with a full remodel featuring clean lines, neutral tones, and an open concept floor plan. The home features shaker style white cabinets, granite countertops, stainless steel appliances, and luxury vinyl wood floors throughout. The oversized living room with vaulted ceilings, rustic wood beams, and a white brick fireplace, is ideal for entertaining. In addition to three bedrooms, the home has a second living room and an office space perfect for work / study from home. The quarter acre shaded lot located on the culdesac offers privacy and boundless opportunities for creating outdoor spaces to match your lifestyle. Short drive to Apple campus, HEB, and the Domain.",2,"FALSE","TRUE","TRUE","FALSE",1975,575,"11",2020,58,"0",3,3,1,0,0,0,0,12196.8,2595,0.966666666666667,6,1343,13,2,3,1,"3123"
"78728","15621 Imperial Jade Dr, Austin, TX 78728 is a single family home that contains 1,555 sq ft and was built in 1998. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $312,533. The Rent Zestimate for this home is $1,800/mo.",0,"TRUE","FALSE","FALSE","FALSE",1998,255,"7",2018,27,"0",0,1,0,0,0,0,0,5183,1555,3.1,5.66666666666667,1431,14,2,3,1,"7664"
"78745","Reduced, Priced To Sell! Solid home in a great South Austin location with big ticket items already done! Move in ready, or update interior finishes for instant sweat equity! Similar homes in area with updated interior finishes sold for ~$375k. Roof & siding replaced 2015, huge covered porch added 2016. Garage door & opener 2017. Sliding door 2018, granite kitchen sink 2018, full gutters 2015. Large master down, big bedrooms & flex room up! Kitchen can easily be opened to the living. Workshop/shed ready for your projects! Playscape conveys for the kiddos, fridge conveys. Google fiber available. Awesome location, so close to all that hot South Austin has to offer!",0,"FALSE","FALSE","FALSE","FALSE",1976,299.9,"7",2019,26,"0",4,1,1,1,0,0,0,6577,1553,0.833333333333333,3.33333333333333,926,13,2,3,2,"6006"
"78752","7003 Rufus Dr, Austin, TX 78752 is a single family home that contains 1,042 sq ft and was built in 1962. It contains 2 bedrooms and 1 bathroom. 
 
The Zestimate for this house is $451,650. The Rent Zestimate for this home is $2,000/mo.",0,"FALSE","FALSE","FALSE","FALSE",1962,369,"7",2019,1,"0",0,1,0,1,0,0,0,7666,1042,0.7,5.66666666666667,888,13,1,2,1,"10430"
"78723","Hot University Hills in 78723. 70's Mid-Century Ranch Style 4 Bedroom/2 Bath Single Story Home with 2 living areas plus 2 car garage. Lush St. Augustine front yard grass with automatic sprinkler system. Covered back patio with fenced-in backyard and mature trees. Laminate wood floors throughout living areas and hallways. Silestone kitchen countertops. Energy-efficient double pane windows. Built-in bookshelves by gas fireplace in living room. Nearby Dottie Jordan Park with community pool, tennis courts, walking trails. Close to 290/183 and I-35. Minutes to Mueller shopping, Alamo Drafthouse, the University of Texas, Austin Bergstrom International Airport, and Downtown Austin.",0,"FALSE","FALSE","FALSE","FALSE",1970,374.9,"6",2018,31,"0",3,1,0,0,0,0,0,10018,1643,1.23333333333333,2.33333333333333,656,14,2,4,1,"10048"
"78759","Estate Sale - Westover/Northwest Hills one-owner home perched high on the bend of Silverhill Lane,one of NW Austin's great streets and most prestigious areas. Incredible setting-huge approx 1/3 Acre lot that includes some of the most incredible trees you will see in Austin. This 2-story home is ready to be taken into the modern era, featuring 4 bedrooms/2 baths upstairs + study (5th bed), 1/2 bath,formal living/dining, family room down.  2 Car swing entry garage w/ additional workshop.",0,"FALSE","FALSE","FALSE","FALSE",1967,595,"11",2018,9,"0",6,1,0,0,0,0,0,14810.4,2558,0.8,7,1523,17,3,4,2,"2347"
"78747","Charming remodeled home features a large, stunning master with a modern, full bath and massive walk-in closet. Updated and stylish kitchen features SS appliances, custom herringbone tile backsplash, quartz countertops and breakfast area with many windows. Enjoy indoor/outdoor living with double French doors to the back patio. Add a home theater in the huge loft space and enjoy the main floor flex room for a home office or workout room. Just 8 miles from downtown and minutes to Southpark Meadows. Gutters installed as of 2019. Washer/Dryer installed in 2020.",2,"TRUE","TRUE","FALSE","TRUE",2005,294.9,"2",2020,25,"0",7,3,1,1,0,0,0,5793,2780,2.83333333333333,3.66666666666667,1369,15,3,4,2,"1659"
"78750","Stunning home in Jester Estates on lrg corner lot + detached 3 car garage, walking distance to greenbelt/hiking/Jester Club. Spacious layout w/ abundant natural light/contemporary upgrades  include: modern/updated kitchen, 2 dining areas, dedicated office, spacious master suite + wall of windows, completely renovated master bthrm + walk in shwr, free standing soaking tub, Pottery Barn double sink vanity-custom master closet + spectacular backyard/oasis + pool/hot tub!",3,"TRUE","TRUE","TRUE","FALSE",1995,775,"11",2019,37,"0",1,2,2,0,0,0,0,10410,3604,3.36666666666667,7,1523,17,4,5,2,"1363"
"78729","Please note Zillow is auto populating the incorrect school zoning. This gem is zoned for Round Rock ISD: Pearson Ranch Middle School and McNeil High School.

Immaculate David Weekly home on Hymeadow Cir has so much to offer. This highly functional floor plan has it all: 5 bedroom, 3 full bathroom, 3,054 sqft, formal dining, spacious family room, and game room. If you are looking for a home with larger bedrooms and living areas this one is for you! Original owners had the builder add 2’ in length onto the back of the home, both upstairs and downstairs. Other upgrades include designer hardwoods, granite countertops, subway tile with accent stripe backsplash, stainless steel appliances, Moen fixtures, cabinet hardwares, downlights, and many more.

This home has high ceilings and windows throughout the home to provide great lighting that accentuates the lovely arches and architectural details in this home. The spacious kitchen and open floor plan are great for hosting parties. 

The generous master retreat features two walk-in closets and granite countertop. The highlight of this floor plan is the private mother-in-law room downstairs with full bathroom, which makes this home a desirable multi-generational home. 

Easy access to HWY 183 / Parmer tech corridors and HWY 45/620 toll. Less than a mile from Lakeline Mall and all its surrounding restaurants and retail! Nearby Capital Metro bus stop and walk to Old Stage Park w/dog park, playground, courts around corner from neighborhood! For more information about this immaculate home, contact Eric Peterson from Kopa Real Estate at 512-791-7473.
",0,"TRUE","FALSE","FALSE","TRUE",2011,475,"8",2019,74,"0",4,2,2,1,0,1,0,5641,3054,2.23333333333333,6,1228,14,3,5,2,"12501"
"78702","New construction in hot east Austin, 2 blocks to bars/restaurants! Cool & modern 2 BD/2 BA, large master suite only on 2nd floor w/ vaulted beamed ceiling, huge walk-in closet, amazing master bath and private balcony! Open floor plan. Kitchen has quartz counters, stainless appliances and great work space for the chef! Guest bedroom & ensuite full bath on 1st floor. Concrete & bamboo flooring. Carport, energy efficient, private fenced yard! 1 of 2 freestanding condo homes. Stellar location, 5 min from DT!",1,"TRUE","TRUE","FALSE","FALSE",2017,435,"3",2018,12,"0",4,2,0,0,0,0,0,7405,1058,1.33333333333333,3.33333333333333,437,11,2,2,1,"8978"
"78731","Huge yard in Northwest Hills covered with mature oak trees offers rare blend of beauty, shade and functionality. Stately, 4 sides stone home offers flexible 1.5 story floor plan with bonus spaces available for multiple configurations suiting many needs. Wood floors, plantation shutters, interior french doors and wood burring fireplace charm while updated kitchen and bathrooms offer the appeal of a more modern convenience. Flagstone patio. 2 car garage. Highland Park Elementary or walk to St. Theresa's.",2,"FALSE","TRUE","FALSE","FALSE",1977,625,"8",2018,29,"0",2,2,0,0,0,0,0,17859.6,2597,2.33333333333333,7,1177,16,3,3,1,"12814"
"78731","Unique architectural gem designed for high energy efficiency on over .5 acre with beautiful Hill Country views from almost every room (and roof top deck).   Solar panels and automatic solar shades.   Fun floor plan with large, private master suite,  ample spaces for entertaining as well as cozy, private spots.  This home has been impeccably maintained by one owner.",2,"FALSE","TRUE","FALSE","FALSE",1993,989.85,"2",2018,40,"0",4,2,0,0,0,0,0,22651.2,4183,2.16666666666667,7,1177,16,4,3,2,"12716"
"78731","One of the finest ""entertaining"" homes! The main living areas are open and and create easy to live in feeling. Cozy, yet easy to entertain large groups. It seems like they thought of everything, down to the heated floors in the spa-like master bath. The back yard has something for everyone! The gorgeous pool and cabana create a vacation vibe in your own back yard, and are only surpassed by the view! The children's play area includes a swing, and a cool fort!",0,"FALSE","FALSE","FALSE","FALSE",1991,985,"10",2020,33,"0",0,1,3,0,0,3,0,16117.2,2702,2.1,7,1177,16,3,3,2,"12741"
"78729","This property has a 1424 sqft main house, and 927 sqft guest house. The main house is 3bed/2bath and guest house is 1bed/1bath. This home features hardwood floors, vaulted ceilings, plantation shutters, extra storage space in the garage, recently upgraded black appliances, two large decks, mature trees providing plenty of natural shade, and a landscaped fire pit for those cool autumn nights. 
The guest house was built in 2008 and has a wonderful open feel with a large kitchen, bar, living/dining room, hardwood floors in the bedroom, full bathroom, washer and dryer hookups, and a large deck with private greenbelt views. Don't miss out on this one of a kind property!! 

- Main House HVAC system recently replaced summer of 2016. American Standard condenser coil, evaporative coil, and furnace.
- Main House roof replaced in 2011. 
- Guest House appliances bought new in 2013. Stove, Dishwasher, and Refrigerator. 
- Guest House Tankless Water Heater replaced January 2017 with a Rinnai Model RL94e
- Guest House carpet replaced summer 2017",4,"TRUE","TRUE","FALSE","FALSE",1984,94.9,"5",2018,63,"0",7,5,0,0,0,0,0,8624,2351,1.03333333333333,5.66666666666667,1402,12,3,4,1,"12560"
"78747","New Paint Downstairs! Very rare & spectacular custom estate in OC. Breathtaking panoramic views of the gorgeous resort pool, waterfall, huge trees, Creek,& Golf Course! Private Yard! Spacious open floor plan, huge 10f island for entertaining, 500+sqft of screened in porches w/ views. Huge Master w/ fireplace, kitchenette, fridge, porch. Stunning Master bath retreat, HUGE closets, clawfoot tub.1/1 250sQ guest apt outside under house, key in LB.Highest point in OC, Never Flooded!",2,"TRUE","TRUE","FALSE","TRUE",1979,549,"3",2019,1,"0",2,2,0,0,0,0,0,13503.6,4113,1.86666666666667,5.33333333333333,1506,15,6,3,2,"6349"
"78749","This spacious home will not be available for long! 5 bedrooms, 3 full baths! A densely shaded front and backyard makes for outdoor enjoyment during the heat of the summer months. The backyard backs to subdivision-owned greenspace. Downstairs mother-in-law plan creates privacy when hosting guests. A stylish ventless fireplace with a large mantel makes for an inviting family room. Family room is open to the kitchen for easy entertaining. The neighborhood has easy access to Mopac from Davis Ln. for an easy commute.",0,"TRUE","FALSE","FALSE","FALSE",2000,385,"8",2019,70,"0",2,1,2,0,0,0,0,6229,2324,1.3,6.66666666666667,1460,16,3,5,2,"12129"
"78745","7009 Windrift Way, Austin, TX 78745 is a single family home that contains 1,368 sq ft and was built in 1974. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $397,050. The Rent Zestimate for this home is $2,000/mo.",2,"FALSE","TRUE","FALSE","FALSE",1974,169.9,"7",2020,26,"0",4,2,1,0,0,0,0,6577,1368,1.03333333333333,3.33333333333333,926,13,2,4,1,"6132"
"78759","Time to relax in your new backyard filled with large shade trees and host a barbecue for your new neighbors. The chef in the family will feel right at home with the impeccably planned kitchen, stainless appliances, recessed lighting and large center island. Did you say you wanted a large game room? Check! Everyone in the family will be happy with the generously sized bedrooms and work from home is a breeze in your new office. You'll fall in love as soon as you walk through the gorgeous front door. Enjoy!",0,"FALSE","FALSE","FALSE","FALSE",2012,675,"10",2018,33,"0",4,1,0,0,0,0,0,8189,3422,3.26666666666667,7,1523,17,4,5,2,"7706"
"78754","Well maintained 3 bedroom home with an open concept floor plan. Spacious kitchen overlooks ample size living room for ease of entertaining. Master offers a full bath and walk-in closet. Covered back patio has great view of the greenbelt. Community offers a swimming pool and walking trail. Easy access to major roads.",0,"TRUE","FALSE","FALSE","FALSE",2010,229.9,"5",2019,34,"0",7,1,0,0,0,0,0,6272,1466,2.5,5,1049,11,2,3,1,"9718"
"78757","Crestview home has been beautifully updated with Brazilian cherry wood floors throughout, new stainless appliances, new paint inside and out, modern light fixtures, updated electrical and more. Home is tucked in the neighborhood on a quiet cul-de-sac just minutes from UT and downtown and close to Crestview Station, Brentwood Elementary, Alamo Draft House, and Hopdaddy's.",2,"FALSE","TRUE","FALSE","TRUE",1960,394,"5",2018,20,"0",6,2,0,0,0,0,0,6969,1190,1.23333333333333,7,1189,16,1,3,1,"10487"
"78745","Stunningly remodeled home in 78745, ready for move-in! NEW kitchen cabinets, counters and stainless steel appliances - with gas cooking! NEW modern bathrooms including a HUGE walk-in shower with sun tunnel! NEW double-pane windows, luxury plank flooring, NEW ROOF, interior/exterior paint, french doors, deck, privacy fence and even NEW duct-work and insulation! Only 6 miles to downtown, 4.5 miles to SoCo, less than a mile to HEB and walking distance to the popular, Little Darlin'! Come see for yourself ASAP, as this beauty will not last long!",0,"FALSE","FALSE","FALSE","FALSE",1981,414,"7",2019,27,"0",3,1,1,0,0,1,0,9060,1607,0.9,3.33333333333333,926,13,2,3,1,"9241"
