"X","name","ethnicity","call","city","quality"
2541,"Emily","white","call","boston","high"
2542,"Lakisha","black","call","boston","high"
2543,"Jill","white","no","boston","high"
2544,"Kristen","white","no","boston","low"
2545,"Latonya","black","no","boston","low"
2546,"Tamika","black","no","boston","high"
2547,"Allison","white","no","boston","high"
2548,"Keisha","black","no","boston","low"
2549,"Kristen","white","no","boston","low"
2550,"Tanisha","black","call","boston","high"
2551,"Emily","white","no","boston","low"
2552,"Lakisha","black","no","boston","low"
2553,"Matthew","white","no","boston","high"
2554,"Tanisha","black","no","boston","high"
2555,"Anne","white","no","chicago","high"
2556,"Latoya","black","no","chicago","low"
2557,"Laurie","white","call","chicago","low"
2558,"Tamika","black","no","chicago","high"
2559,"Brendan","white","no","chicago","high"
2560,"Jamal","black","no","chicago","high"
2561,"Ebony","black","no","chicago","high"
2562,"Emily","white","no","chicago","low"
2563,"Latonya","black","call","chicago","low"
2564,"Meredith","white","no","chicago","high"
2565,"Ebony","black","no","chicago","high"
2566,"Emily","white","no","chicago","low"
2567,"Keisha","black","no","chicago","low"
2568,"Laurie","white","no","chicago","high"
2569,"Anne","white","no","boston","low"
2570,"Brad","white","no","boston","low"
2571,"Brett","white","no","boston","high"
2572,"Ebony","black","no","boston","low"
2573,"Emily","white","no","boston","low"
2574,"Emily","white","no","boston","high"
2575,"Jamal","black","no","boston","low"
2576,"Jay","white","no","boston","low"
2577,"Jermaine","black","no","boston","high"
2578,"Jill","white","no","boston","high"
2579,"Kareem","black","no","boston","low"
2580,"Kareem","black","no","boston","high"
2581,"Kareem","black","no","boston","high"
2582,"Keisha","black","no","boston","high"
2583,"Kristen","white","no","boston","low"
2584,"Lakisha","black","no","boston","low"
2585,"Leroy","black","no","boston","high"
2586,"Leroy","black","no","boston","high"
2587,"Matthew","white","no","boston","high"
2588,"Matthew","white","no","boston","high"
2589,"Neil","white","no","boston","low"
2590,"Sarah","white","no","boston","low"
2591,"Sarah","white","no","boston","high"
2592,"Tamika","black","no","boston","low"
2593,"Tanisha","black","no","boston","low"
2594,"Tanisha","black","no","boston","low"
2595,"Tanisha","black","no","boston","high"
2596,"Todd","white","no","boston","low"
2597,"Todd","white","no","boston","high"
2598,"Todd","white","no","boston","high"
2599,"Tremayne","black","no","boston","low"
2600,"Tremayne","black","no","boston","high"
2601,"Emily","white","no","boston","high"
2602,"Jill","white","no","boston","low"
2603,"Lakisha","black","no","boston","high"
2604,"Tanisha","black","no","boston","low"
2605,"Jill","white","no","boston","low"
2606,"Kenya","black","no","boston","low"
2607,"Kristen","white","no","boston","high"
2608,"Latoya","black","no","boston","high"
2609,"Carrie","white","no","boston","high"
2610,"Emily","white","no","boston","low"
2611,"Latonya","black","no","boston","low"
2612,"Latoya","black","no","boston","high"
2613,"Anne","white","call","boston","low"
2614,"Keisha","black","call","boston","high"
2615,"Kenya","black","call","boston","low"
2616,"Meredith","white","call","boston","high"
2617,"Anne","white","no","boston","low"
2618,"Kristen","white","no","boston","high"
2619,"Lakisha","black","no","boston","low"
2620,"Tanisha","black","no","boston","high"
2621,"Anne","white","call","boston","high"
2622,"Ebony","black","call","boston","high"
2623,"Latonya","black","no","boston","low"
2624,"Sarah","white","no","boston","low"
2625,"Allison","white","no","boston","low"
2626,"Anne","white","no","boston","high"
2627,"Ebony","black","call","boston","low"
2628,"Tanisha","black","call","boston","high"
2629,"Geoffrey","white","no","chicago","low"
2630,"Rasheed","black","no","chicago","low"
2631,"Allison","white","no","chicago","high"
2632,"Emily","white","no","chicago","low"
2633,"Kenya","black","no","chicago","high"
2634,"Latoya","black","no","chicago","low"
2635,"Anne","white","no","chicago","high"
2636,"Carrie","white","no","chicago","low"
2637,"Kenya","black","no","chicago","low"
2638,"Latoya","black","no","chicago","high"
2639,"Emily","white","no","chicago","high"
2640,"Keisha","black","no","chicago","high"
2641,"Kenya","black","no","chicago","low"
2642,"Sarah","white","no","chicago","low"
2643,"Aisha","black","no","boston","high"
2644,"Greg","white","no","boston","low"
2645,"Jay","white","no","boston","low"
2646,"Jermaine","black","no","boston","high"
2647,"Jermaine","black","no","boston","high"
2648,"Kareem","black","no","boston","low"
2649,"Kareem","black","no","boston","low"
2650,"Kristen","white","no","boston","high"
2651,"Kristen","white","no","boston","high"
2652,"Latonya","black","no","boston","high"
2653,"Latoya","black","no","boston","low"
2654,"Matthew","white","no","boston","high"
2655,"Meredith","white","no","boston","low"
2656,"Meredith","white","no","boston","low"
2657,"Todd","white","no","boston","high"
2658,"Tremayne","black","no","boston","low"
2659,"Ebony","black","no","boston","low"
2660,"Jill","white","no","boston","high"
2661,"Kenya","black","no","boston","high"
2662,"Laurie","white","no","boston","low"
2663,"Anne","white","no","boston","high"
2664,"Lakisha","black","no","boston","low"
2665,"Latonya","black","call","boston","high"
2666,"Sarah","white","no","boston","low"
2667,"Ebony","black","no","boston","high"
2668,"Jill","white","no","boston","low"
2669,"Latonya","black","no","boston","low"
2670,"Laurie","white","call","boston","high"
2671,"Anne","white","no","boston","low"
2672,"Lakisha","black","no","boston","low"
2673,"Sarah","white","no","boston","high"
2674,"Tanisha","black","no","boston","high"
2675,"Allison","white","no","boston","low"
2676,"Kenya","black","no","boston","high"
2677,"Kristen","white","no","boston","high"
2678,"Lakisha","black","no","boston","low"
2679,"Anne","white","no","boston","low"
2680,"Ebony","black","no","boston","low"
2681,"Kenya","black","no","boston","high"
2682,"Kristen","white","call","boston","high"
2683,"Aisha","black","no","boston","high"
2684,"Anne","white","no","boston","low"
2685,"Latonya","black","no","boston","low"
2686,"Laurie","white","no","boston","high"
2687,"Carrie","white","no","boston","low"
2688,"Jill","white","no","boston","high"
2689,"Keisha","black","no","boston","high"
2690,"Tamika","black","no","boston","low"
2691,"Aisha","black","no","boston","low"
2692,"Allison","white","no","boston","low"
2693,"Carrie","white","call","boston","high"
2694,"Tamika","black","call","boston","high"
2695,"Anne","white","call","boston","high"
2696,"Jamal","black","call","boston","low"
2697,"Jay","white","call","boston","low"
2698,"Tyrone","black","call","boston","high"
2699,"Brendan","white","no","chicago","low"
2700,"Jamal","black","no","chicago","low"
2701,"Anne","white","no","chicago","high"
2702,"Ebony","black","no","chicago","high"
2703,"Kristen","white","no","chicago","low"
2704,"Tanisha","black","no","chicago","low"
2705,"Lakisha","black","no","chicago","low"
2706,"Latonya","black","no","chicago","high"
2707,"Laurie","white","no","chicago","high"
2708,"Meredith","white","no","chicago","low"
2709,"Aisha","black","no","boston","low"
2710,"Allison","white","no","boston","high"
2711,"Allison","white","no","boston","high"
2712,"Brett","white","no","boston","low"
2713,"Carrie","white","no","boston","high"
2714,"Darnell","black","no","boston","low"
2715,"Ebony","black","no","boston","low"
2716,"Ebony","black","no","boston","high"
2717,"Ebony","black","no","boston","high"
2718,"Greg","white","no","boston","high"
2719,"Jay","white","no","boston","low"
2720,"Jill","white","no","boston","high"
2721,"Kareem","black","no","boston","high"
2722,"Keisha","black","no","boston","high"
2723,"Kristen","white","no","boston","high"
2724,"Lakisha","black","no","boston","low"
2725,"Latonya","black","no","boston","high"
2726,"Latonya","black","no","boston","high"
2727,"Laurie","white","no","boston","low"
2728,"Meredith","white","no","boston","low"
2729,"Sarah","white","no","boston","low"
2730,"Tamika","black","no","boston","low"
2731,"Todd","white","no","boston","low"
2732,"Tremayne","black","no","boston","low"
2733,"Laurie","white","call","boston","high"
2734,"Meredith","white","no","boston","low"
2735,"Tamika","black","no","boston","high"
2736,"Tanisha","black","no","boston","low"
2737,"Anne","white","no","boston","low"
2738,"Jill","white","call","boston","high"
2739,"Latonya","black","call","boston","high"
2740,"Tanisha","black","no","boston","low"
2741,"Carrie","white","no","boston","high"
2742,"Kristen","white","no","boston","low"
2743,"Lakisha","black","no","boston","low"
2744,"Tanisha","black","no","boston","high"
2745,"Anne","white","call","boston","high"
2746,"Ebony","black","no","boston","high"
2747,"Kenya","black","call","boston","low"
2748,"Sarah","white","no","boston","low"
2749,"Anne","white","call","boston","low"
2750,"Ebony","black","no","boston","high"
2751,"Latonya","black","call","boston","low"
2752,"Sarah","white","no","boston","high"
2753,"Allison","white","no","boston","low"
2754,"Keisha","black","no","boston","high"
2755,"Laurie","white","no","boston","high"
2756,"Tamika","black","no","boston","low"
2757,"Meredith","white","no","boston","high"
2758,"Tamika","black","no","boston","high"
2759,"Allison","white","no","boston","high"
2760,"Brett","white","no","boston","low"
2761,"Lakisha","black","call","boston","high"
2762,"Tyrone","black","no","boston","low"
2763,"Anne","white","no","chicago","high"
2764,"Latoya","black","no","chicago","low"
2765,"Meredith","white","no","chicago","low"
2766,"Tamika","black","no","chicago","high"
2767,"Carrie","white","no","chicago","high"
2768,"Ebony","black","no","chicago","low"
2769,"Jay","white","no","chicago","low"
2770,"Latoya","black","no","chicago","high"
2771,"Sarah","white","no","chicago","low"
2772,"Tamika","black","no","chicago","low"
2773,"Aisha","black","no","chicago","high"
2774,"Anne","white","no","chicago","high"
2775,"Jill","white","no","chicago","low"
2776,"Tanisha","black","no","chicago","low"
2777,"Kristen","white","no","chicago","low"
2778,"Sarah","white","no","chicago","high"
2779,"Tamika","black","no","chicago","low"
2780,"Tanisha","black","no","chicago","high"
2781,"Anne","white","no","chicago","low"
2782,"Tanisha","black","no","chicago","low"
2783,"Kristen","white","no","chicago","high"
2784,"Tremayne","black","no","chicago","high"
2785,"Brett","white","no","chicago","low"
2786,"Ebony","black","no","chicago","high"
2787,"Emily","white","no","chicago","low"
2788,"Geoffrey","white","no","chicago","high"
2789,"Jamal","black","no","chicago","high"
2790,"Jill","white","no","chicago","high"
2791,"Lakisha","black","no","chicago","low"
2792,"Tyrone","black","no","chicago","low"
2793,"Allison","white","no","chicago","high"
2794,"Lakisha","black","no","chicago","high"
2795,"Latoya","black","no","chicago","low"
2796,"Meredith","white","no","chicago","low"
2797,"Allison","white","no","chicago","high"
2798,"Brad","white","no","chicago","high"
2799,"Darnell","black","no","chicago","high"
2800,"Kenya","black","no","chicago","high"
2801,"Latonya","black","no","chicago","low"
2802,"Meredith","white","no","chicago","low"
2803,"Laurie","white","no","chicago","high"
2804,"Tamika","black","no","chicago","high"
2805,"Brad","white","no","chicago","high"
2806,"Latonya","black","no","chicago","low"
2807,"Laurie","white","no","chicago","low"
2808,"Tanisha","black","no","chicago","high"
2809,"Aisha","black","no","chicago","high"
2810,"Jill","white","no","chicago","low"
2811,"Latonya","black","no","chicago","low"
2812,"Laurie","white","no","chicago","high"
2813,"Anne","white","no","chicago","high"
2814,"Jill","white","no","chicago","low"
2815,"Kenya","black","no","chicago","low"
2816,"Lakisha","black","no","chicago","high"
2817,"Jay","white","no","chicago","low"
2818,"Jill","white","no","chicago","high"
2819,"Kareem","black","no","chicago","low"
2820,"Latoya","black","no","chicago","high"
2821,"Leroy","black","no","chicago","high"
2822,"Sarah","white","no","chicago","high"
2823,"Aisha","black","no","chicago","low"
2824,"Laurie","white","no","chicago","high"
2825,"Sarah","white","no","chicago","low"
2826,"Tamika","black","no","chicago","high"
2827,"Jill","white","no","chicago","high"
2828,"Keisha","black","no","chicago","high"
2829,"Kenya","black","no","chicago","high"
2830,"Kristen","white","no","chicago","high"
2831,"Anne","white","no","chicago","low"
2832,"Anne","white","no","chicago","high"
2833,"Darnell","black","no","chicago","high"
2834,"Emily","white","no","chicago","high"
2835,"Keisha","black","no","chicago","high"
2836,"Tanisha","black","no","chicago","low"
2837,"Emily","white","no","chicago","low"
2838,"Kenya","black","no","chicago","high"
2839,"Kristen","white","no","chicago","high"
2840,"Latonya","black","no","chicago","low"
2841,"Kristen","white","no","chicago","high"
2842,"Latoya","black","no","chicago","high"
2843,"Tamika","black","no","chicago","low"
2844,"Todd","white","no","chicago","low"
2845,"Jill","white","call","chicago","high"
2846,"Kristen","white","call","chicago","low"
2847,"Latoya","black","call","chicago","high"
2848,"Tamika","black","no","chicago","low"
2849,"Kristen","white","call","chicago","high"
2850,"Tamika","black","no","chicago","high"
2851,"Aisha","black","no","chicago","low"
2852,"Ebony","black","no","chicago","high"
2853,"Emily","white","no","chicago","low"
2854,"Jill","white","no","chicago","high"
2855,"Latoya","black","no","chicago","high"
2856,"Laurie","white","no","chicago","high"
2857,"Darnell","black","no","chicago","high"
2858,"Jay","white","no","chicago","low"
2859,"Lakisha","black","no","chicago","low"
2860,"Latoya","black","no","chicago","low"
2861,"Matthew","white","no","chicago","high"
2862,"Meredith","white","no","chicago","high"
2863,"Sarah","white","no","chicago","low"
2864,"Tamika","black","no","chicago","high"
2865,"Allison","white","no","chicago","high"
2866,"Ebony","black","no","chicago","low"
2867,"Jill","white","no","chicago","low"
2868,"Keisha","black","no","chicago","high"
2869,"Jamal","black","no","chicago","high"
2870,"Meredith","white","no","chicago","high"
2871,"Sarah","white","no","chicago","high"
2872,"Tanisha","black","no","chicago","high"
2873,"Carrie","white","no","chicago","high"
2874,"Latoya","black","no","chicago","high"
2875,"Allison","white","no","chicago","high"
2876,"Hakim","black","no","chicago","high"
2877,"Jill","white","no","chicago","high"
2878,"Keisha","black","no","chicago","low"
2879,"Kristen","white","no","chicago","low"
2880,"Tanisha","black","no","chicago","high"
2881,"Anne","white","no","chicago","high"
2882,"Keisha","black","no","chicago","low"
2883,"Kenya","black","call","chicago","low"
2884,"Kristen","white","call","chicago","low"
2885,"Latonya","black","no","chicago","high"
2886,"Sarah","white","no","chicago","low"
2887,"Aisha","black","no","chicago","low"
2888,"Emily","white","no","chicago","low"
2889,"Jay","white","no","chicago","low"
2890,"Kristen","white","no","chicago","high"
2891,"Latoya","black","no","chicago","low"
2892,"Tanisha","black","no","chicago","high"
2893,"Anne","white","no","chicago","high"
2894,"Carrie","white","call","chicago","high"
2895,"Darnell","black","no","chicago","high"
2896,"Latoya","black","call","chicago","low"
2897,"Laurie","white","call","chicago","low"
2898,"Tanisha","black","no","chicago","high"
2899,"Anne","white","no","chicago","high"
2900,"Darnell","black","no","chicago","high"
2901,"Jay","white","no","chicago","high"
2902,"Tanisha","black","no","chicago","high"
2903,"Carrie","white","no","chicago","high"
2904,"Emily","white","call","chicago","high"
2905,"Sarah","white","no","chicago","low"
2906,"Tamika","black","call","chicago","low"
2907,"Tanisha","black","no","chicago","high"
2908,"Tremayne","black","no","chicago","high"
2909,"Anne","white","no","chicago","high"
2910,"Jill","white","no","chicago","low"
2911,"Kenya","black","no","chicago","low"
2912,"Lakisha","black","no","chicago","high"
2913,"Matthew","white","no","chicago","low"
2914,"Tamika","black","no","chicago","low"
2915,"Matthew","white","no","chicago","low"
2916,"Tanisha","black","no","chicago","low"
2917,"Anne","white","no","chicago","high"
2918,"Latoya","black","no","chicago","low"
2919,"Meredith","white","no","chicago","low"
2920,"Tamika","black","no","chicago","high"
2921,"Aisha","black","no","chicago","low"
2922,"Emily","white","no","chicago","low"
2923,"Greg","white","no","chicago","low"
2924,"Hakim","black","no","chicago","low"
2925,"Jill","white","no","chicago","high"
2926,"Keisha","black","no","chicago","high"
2927,"Kenya","black","no","chicago","low"
2928,"Laurie","white","no","chicago","low"
2929,"Sarah","white","no","chicago","high"
2930,"Tamika","black","no","chicago","high"
2931,"Carrie","white","no","chicago","high"
2932,"Ebony","black","no","chicago","high"
2933,"Jamal","black","no","chicago","low"
2934,"Jill","white","no","chicago","low"
2935,"Kenya","black","no","chicago","high"
2936,"Latoya","black","no","chicago","low"
2937,"Meredith","white","no","chicago","low"
2938,"Todd","white","no","chicago","high"
2939,"Aisha","black","no","chicago","low"
2940,"Allison","white","no","chicago","high"
2941,"Brad","white","no","chicago","low"
2942,"Geoffrey","white","no","chicago","high"
2943,"Hakim","black","no","chicago","high"
2944,"Latoya","black","no","chicago","low"
2945,"Sarah","white","no","chicago","low"
2946,"Tanisha","black","no","chicago","high"
2947,"Allison","white","no","boston","low"
2948,"Allison","white","no","boston","high"
2949,"Anne","white","no","boston","high"
2950,"Brad","white","call","boston","high"
2951,"Brendan","white","call","boston","low"
2952,"Brendan","white","no","boston","low"
2953,"Brett","white","no","boston","low"
2954,"Brett","white","no","boston","high"
2955,"Darnell","black","no","boston","high"
2956,"Ebony","black","no","boston","high"
2957,"Emily","white","no","boston","low"
2958,"Greg","white","no","boston","high"
2959,"Hakim","black","no","boston","high"
2960,"Jill","white","no","boston","high"
2961,"Kristen","white","no","boston","high"
2962,"Latonya","black","no","boston","high"
2963,"Latonya","black","no","boston","high"
2964,"Latonya","black","no","boston","high"
2965,"Latoya","black","no","boston","high"
2966,"Laurie","white","no","boston","low"
2967,"Meredith","white","no","boston","low"
2968,"Neil","white","no","boston","low"
2969,"Rasheed","black","no","boston","low"
2970,"Rasheed","black","no","boston","high"
2971,"Sarah","white","no","boston","high"
2972,"Tamika","black","call","boston","low"
2973,"Tamika","black","no","boston","low"
2974,"Tamika","black","no","boston","low"
2975,"Tamika","black","no","boston","low"
2976,"Tamika","black","no","boston","low"
2977,"Tamika","black","no","boston","high"
2978,"Todd","white","no","boston","low"
2979,"Todd","white","no","boston","high"
2980,"Tremayne","black","no","boston","low"
2981,"Tyrone","black","no","boston","low"
2982,"Tyrone","black","no","boston","low"
2983,"Ebony","black","no","chicago","high"
2984,"Kristen","white","no","chicago","low"
2985,"Latoya","black","no","chicago","low"
2986,"Sarah","white","no","chicago","high"
2987,"Anne","white","no","chicago","low"
2988,"Emily","white","no","chicago","high"
2989,"Kenya","black","no","chicago","low"
2990,"Latoya","black","no","chicago","high"
2991,"Allison","white","no","chicago","low"
2992,"Ebony","black","no","chicago","low"
2993,"Keisha","black","no","chicago","high"
2994,"Kristen","white","no","chicago","high"
2995,"Brad","white","no","boston","low"
2996,"Brendan","white","no","boston","high"
2997,"Brett","white","no","boston","high"
2998,"Carrie","white","no","boston","low"
2999,"Darnell","black","no","boston","low"
3000,"Ebony","black","no","boston","low"
3001,"Greg","white","no","boston","low"
3002,"Greg","white","no","boston","high"
3003,"Jamal","black","no","boston","high"
3004,"Kareem","black","no","boston","high"
3005,"Keisha","black","no","boston","low"
3006,"Lakisha","black","no","boston","high"
3007,"Latoya","black","no","boston","low"
3008,"Latoya","black","no","boston","low"
3009,"Latoya","black","call","boston","low"
3010,"Laurie","white","no","boston","high"
3011,"Neil","white","no","boston","low"
3012,"Neil","white","no","boston","low"
3013,"Neil","white","no","boston","high"
3014,"Rasheed","black","no","boston","high"
3015,"Sarah","white","no","boston","low"
3016,"Sarah","white","no","boston","high"
3017,"Tanisha","black","no","boston","high"
3018,"Tremayne","black","no","boston","high"
3019,"Carrie","white","no","boston","low"
3020,"Emily","white","call","boston","high"
3021,"Latonya","black","call","boston","high"
3022,"Tanisha","black","no","boston","low"
3023,"Allison","white","no","boston","low"
3024,"Kenya","black","no","boston","low"
3025,"Kristen","white","no","boston","high"
3026,"Latonya","black","no","boston","high"
3027,"Allison","white","no","boston","high"
3028,"Carrie","white","no","boston","low"
3029,"Keisha","black","no","boston","high"
3030,"Tanisha","black","no","boston","low"
3031,"Anne","white","no","boston","low"
3032,"Carrie","white","no","boston","high"
3033,"Lakisha","black","no","boston","high"
3034,"Tanisha","black","no","boston","low"
3035,"Anne","white","no","boston","low"
3036,"Ebony","black","no","boston","low"
3037,"Kenya","black","no","boston","high"
3038,"Meredith","white","no","boston","high"
3039,"Emily","white","no","boston","low"
3040,"Geoffrey","white","no","boston","high"
3041,"Rasheed","black","no","boston","low"
3042,"Tremayne","black","no","boston","high"
3043,"Ebony","black","call","chicago","high"
3044,"Jill","white","no","chicago","high"
3045,"Kristen","white","no","chicago","low"
3046,"Latonya","black","no","chicago","low"
3047,"Anne","white","no","chicago","low"
3048,"Keisha","black","no","chicago","high"
3049,"Sarah","white","no","chicago","high"
3050,"Tanisha","black","no","chicago","low"
3051,"Aisha","black","no","boston","low"
3052,"Brad","white","no","boston","high"
3053,"Brett","white","no","boston","high"
3054,"Carrie","white","no","boston","low"
3055,"Carrie","white","no","boston","high"
3056,"Ebony","black","no","boston","low"
3057,"Geoffrey","white","no","boston","low"
3058,"Kareem","black","no","boston","low"
3059,"Kareem","black","no","boston","high"
3060,"Keisha","black","no","boston","high"
3061,"Neil","white","no","boston","low"
3062,"Tremayne","black","no","boston","high"
3063,"Jill","white","no","boston","high"
3064,"Kenya","black","no","boston","low"
3065,"Latonya","black","no","boston","high"
3066,"Laurie","white","no","boston","low"
3067,"Carrie","white","no","boston","high"
3068,"Jill","white","no","boston","low"
3069,"Keisha","black","no","boston","low"
3070,"Kenya","black","no","boston","high"
3071,"Allison","white","no","boston","high"
3072,"Emily","white","no","boston","low"
3073,"Latoya","black","no","boston","high"
3074,"Tanisha","black","no","boston","low"
3075,"Anne","white","no","boston","high"
3076,"Carrie","white","no","boston","low"
3077,"Lakisha","black","no","boston","high"
3078,"Latonya","black","no","boston","low"
3079,"Allison","white","no","boston","high"
3080,"Ebony","black","no","boston","high"
3081,"Meredith","white","no","boston","low"
3082,"Tamika","black","no","boston","low"
3083,"Jill","white","no","boston","low"
3084,"Kristen","white","no","boston","high"
3085,"Latoya","black","no","boston","high"
3086,"Tamika","black","no","boston","low"
3087,"Aisha","black","no","boston","low"
3088,"Lakisha","black","no","boston","high"
3089,"Laurie","white","no","boston","low"
3090,"Meredith","white","no","boston","high"
3091,"Emily","white","no","boston","high"
3092,"Lakisha","black","no","boston","high"
3093,"Sarah","white","no","boston","low"
3094,"Tanisha","black","no","boston","low"
3095,"Emily","white","no","boston","high"
3096,"Hakim","black","call","boston","high"
3097,"Laurie","white","no","boston","low"
3098,"Tyrone","black","no","boston","low"
3099,"Anne","white","no","chicago","high"
3100,"Emily","white","no","chicago","low"
3101,"Tamika","black","no","chicago","low"
3102,"Tamika","black","no","chicago","high"
3103,"Aisha","black","no","boston","low"
3104,"Allison","white","no","boston","high"
3105,"Carrie","white","no","boston","low"
3106,"Emily","white","no","boston","high"
3107,"Emily","white","no","boston","high"
3108,"Geoffrey","white","no","boston","low"
3109,"Greg","white","no","boston","high"
3110,"Hakim","black","no","boston","low"
3111,"Hakim","black","no","boston","high"
3112,"Jay","white","no","boston","high"
3113,"Keisha","black","no","boston","high"
3114,"Lakisha","black","no","boston","low"
3115,"Latoya","black","no","boston","high"
3116,"Laurie","white","no","boston","low"
3117,"Matthew","white","no","boston","low"
3118,"Rasheed","black","no","boston","high"
3119,"Tanisha","black","no","boston","low"
3120,"Todd","white","no","boston","low"
3121,"Tremayne","black","no","boston","low"
3122,"Tyrone","black","no","boston","high"
3123,"Kristen","white","no","boston","low"
3124,"Lakisha","black","no","boston","low"
3125,"Matthew","white","no","boston","high"
3126,"Tremayne","black","no","boston","high"
3127,"Allison","white","no","chicago","low"
3128,"Carrie","white","no","chicago","high"
3129,"Kenya","black","no","chicago","low"
3130,"Latoya","black","no","chicago","high"
3131,"Brad","white","no","boston","low"
3132,"Brendan","white","no","boston","high"
3133,"Brett","white","no","boston","low"
3134,"Carrie","white","no","boston","low"
3135,"Darnell","black","no","boston","high"
3136,"Geoffrey","white","no","boston","high"
3137,"Greg","white","no","boston","high"
3138,"Jamal","black","no","boston","low"
3139,"Jermaine","black","no","boston","high"
3140,"Kareem","black","no","boston","low"
3141,"Keisha","black","no","boston","low"
3142,"Kristen","white","no","boston","low"
3143,"Kristen","white","no","boston","low"
3144,"Latonya","black","no","boston","low"
3145,"Latonya","black","no","boston","high"
3146,"Latoya","black","no","boston","high"
3147,"Laurie","white","no","boston","high"
3148,"Leroy","black","no","boston","high"
3149,"Neil","white","no","boston","low"
3150,"Neil","white","no","boston","high"
3151,"Sarah","white","no","boston","high"
3152,"Tamika","black","no","boston","low"
3153,"Tremayne","black","no","boston","high"
3154,"Tyrone","black","no","boston","low"
3155,"Aisha","black","no","chicago","high"
3156,"Allison","white","no","chicago","low"
3157,"Jill","white","call","chicago","high"
3158,"Tamika","black","no","chicago","low"
3159,"Aisha","black","no","boston","high"
3160,"Allison","white","no","boston","high"
3161,"Ebony","black","no","boston","low"
3162,"Ebony","black","no","boston","high"
3163,"Emily","white","no","boston","low"
3164,"Greg","white","no","boston","high"
3165,"Hakim","black","no","boston","high"
3166,"Jill","white","no","boston","high"
3167,"Kareem","black","no","boston","low"
3168,"Keisha","black","no","boston","low"
3169,"Lakisha","black","call","boston","low"
3170,"Laurie","white","no","boston","low"
3171,"Laurie","white","no","boston","low"
3172,"Matthew","white","call","boston","high"
3173,"Meredith","white","call","boston","low"
3174,"Neil","white","no","boston","low"
3175,"Rasheed","black","no","boston","high"
3176,"Sarah","white","no","boston","high"
3177,"Tanisha","black","no","boston","low"
3178,"Tyrone","black","no","boston","high"
3179,"Ebony","black","call","boston","high"
3180,"Jill","white","no","boston","low"
3181,"Matthew","white","no","boston","high"
3182,"Tremayne","black","no","boston","low"
3183,"Carrie","white","no","chicago","high"
3184,"Ebony","black","no","chicago","high"
3185,"Jill","white","no","chicago","low"
3186,"Tamika","black","no","chicago","low"
3187,"Brad","white","no","boston","low"
3188,"Brad","white","no","boston","high"
3189,"Geoffrey","white","no","boston","low"
3190,"Kareem","black","no","boston","low"
3191,"Keisha","black","no","boston","low"
3192,"Keisha","black","no","boston","low"
3193,"Kenya","black","no","boston","high"
3194,"Kristen","white","no","boston","low"
3195,"Lakisha","black","no","boston","low"
3196,"Lakisha","black","no","boston","high"
3197,"Laurie","white","no","boston","high"
3198,"Leroy","black","call","boston","low"
3199,"Meredith","white","no","boston","high"
3200,"Neil","white","no","boston","low"
3201,"Neil","white","no","boston","high"
3202,"Rasheed","black","no","boston","high"
3203,"Rasheed","black","no","boston","high"
3204,"Rasheed","black","no","boston","high"
3205,"Sarah","white","no","boston","high"
3206,"Todd","white","no","boston","low"
3207,"Aisha","black","no","boston","low"
3208,"Allison","white","no","boston","low"
3209,"Anne","white","no","boston","low"
3210,"Brad","white","no","boston","low"
3211,"Carrie","white","no","boston","high"
3212,"Kareem","black","no","boston","low"
3213,"Keisha","black","no","boston","high"
3214,"Kenya","black","no","boston","high"
3215,"Kristen","white","no","boston","high"
3216,"Lakisha","black","no","boston","high"
3217,"Latoya","black","no","boston","low"
3218,"Matthew","white","no","boston","low"
3219,"Meredith","white","no","boston","high"
3220,"Neil","white","no","boston","high"
3221,"Tremayne","black","no","boston","high"
3222,"Tyrone","black","no","boston","low"
3223,"Brendan","white","no","boston","low"
3224,"Carrie","white","no","boston","high"
3225,"Geoffrey","white","no","boston","high"
3226,"Jamal","black","no","boston","high"
3227,"Jill","white","no","boston","high"
3228,"Kareem","black","no","boston","low"
3229,"Kristen","white","no","boston","low"
3230,"Latoya","black","no","boston","low"
3231,"Latoya","black","no","boston","high"
3232,"Leroy","black","no","boston","low"
3233,"Matthew","white","no","boston","low"
3234,"Tanisha","black","no","boston","high"
3235,"Brendan","white","no","boston","low"
3236,"Greg","white","no","boston","high"
3237,"Kareem","black","no","boston","high"
3238,"Kenya","black","no","boston","low"
3239,"Latonya","black","no","boston","low"
3240,"Laurie","white","no","boston","high"
3241,"Meredith","white","no","boston","low"
3242,"Tremayne","black","no","boston","high"
3243,"Emily","white","no","boston","low"
3244,"Hakim","black","no","boston","low"
3245,"Latoya","black","no","boston","high"
3246,"Todd","white","no","boston","high"
3247,"Aisha","black","no","boston","low"
3248,"Ebony","black","call","boston","low"
3249,"Geoffrey","white","call","boston","low"
3250,"Jamal","black","no","boston","low"
3251,"Jermaine","black","no","boston","high"
3252,"Lakisha","black","no","boston","high"
3253,"Meredith","white","no","boston","low"
3254,"Meredith","white","no","boston","high"
3255,"Neil","white","no","boston","low"
3256,"Sarah","white","no","boston","high"
3257,"Sarah","white","call","boston","high"
3258,"Tyrone","black","call","boston","high"
3259,"Jermaine","black","no","boston","low"
3260,"Jill","white","no","boston","low"
3261,"Kristen","white","call","boston","high"
3262,"Leroy","black","no","boston","high"
3263,"Allison","white","no","chicago","high"
3264,"Latonya","black","no","chicago","high"
3265,"Aisha","black","no","chicago","high"
